,Provincia,Partido,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
2345,Neuquen,Lácar,Villa lago meliquina,1,0,0,1,1,0,1,1,1
2346,Neuquen,Loncopué,Chorriaca,0,0,0,0,0,0,0,1,1
2347,Neuquen,Loncopué,Loncopué,0,1,1,0,1,0,1,1,1
2348,Neuquen,Los Lagos,Villa la angostura,1,0,1,1,1,1,1,1,1
2349,Neuquen,Los Lagos,Villa traful,0,0,0,0,0,0,1,0,1
2350,Neuquen,Minas,Andacollo,0,0,1,1,0,0,1,1,1
2351,Neuquen,Minas,Huinganco,0,0,1,0,0,0,1,1,1
2352,Neuquen,Minas,Las ovejas,0,0,0,0,0,0,1,1,0
2353,Neuquen,Minas,Los miches,0,0,0,0,0,0,0,0,0
2354,Neuquen,Minas,Manzano amargo,0,0,0,0,0,0,0,1,0
2355,Neuquen,Minas,Varvarco,0,0,0,0,1,0,0,1,0
2356,Neuquen,Minas,Villa del nahueve,0,0,0,0,0,0,0,1,0
2357,Buenos aires,Coronel Suárez,Huanguelén,0,0,1,1,1,1,1,1,0
2358,Buenos aires,Coronel Suárez,Pasman,0,0,0,0,0,0,0,1,0
2359,Buenos aires,Coronel Suárez,San josé,0,1,0,1,1,0,1,0,0
2360,Buenos aires,Coronel Suárez,Santa maría,0,1,0,1,1,0,1,0,0
2361,Buenos aires,Coronel Suárez,Santa trinidad,0,1,0,1,1,1,1,0,0
2362,Buenos aires,Coronel Suárez,Villa la arcadia,0,1,0,1,0,0,0,0,0
2363,Buenos aires,Daireaux,Andant,0,0,0,0,0,0,0,0,0
2364,Buenos aires,Daireaux,Arboledas,0,0,0,0,1,0,1,0,0
2365,Buenos aires,Daireaux,Daireaux,1,0,0,0,1,1,1,1,1
2366,Buenos aires,Daireaux,La larga,0,0,0,0,0,0,0,0,0
2367,Buenos aires,Daireaux,La manuela,0,0,0,0,0,0,0,0,0
2368,Buenos aires,Daireaux,Salazar,0,0,0,0,1,1,1,1,0
2369,Buenos aires,Dolores,Dolores,1,1,1,1,1,1,1,1,0
2370,Buenos aires,Dolores,Sevigne,0,0,0,0,1,1,1,1,0
2371,Buenos aires,Luján,Barrio las casuarinas,0,0,0,1,1,1,1,1,0
2372,Buenos aires,Luján,Carlos keen,0,0,0,0,1,1,1,1,0
2373,Buenos aires,Luján,Club de campo los puentes,0,0,0,0,1,1,0,0,0
2374,Buenos aires,Luján,Cortines,1,0,0,1,1,1,1,1,0
2375,Buenos aires,Luján,Country club las praderas,0,0,0,0,1,0,0,0,0
2376,Buenos aires,Luján,José maría jáuregui (est. jáuregui),1,1,0,1,1,1,1,1,0
2377,Buenos aires,Luján,Lezica y torrezuri,0,0,0,0,1,1,0,1,0
2378,Buenos aires,Luján,Luján,1,1,1,1,1,1,1,1,1
2379,Buenos aires,Luján,Olivera,0,0,0,1,1,1,1,1,0
2380,Cordoba,Punilla,Las jarillas,0,0,0,0,0,0,0,1,0
2381,San luis,Ayacucho,Pampa grande,0,0,0,1,0,0,0,0,0
2382,San luis,Ayacucho,Pozo del molle,0,0,0,0,0,0,0,0,0
2383,Buenos aires,Tornquist,Tornquist,1,1,0,1,1,1,1,0,1
2384,Buenos aires,Tornquist,Tres picos,0,0,0,0,1,0,0,0,0
2385,Buenos aires,Tornquist,Villa serrana la gruta,0,1,0,0,0,0,0,0,0
2386,Buenos aires,Tornquist,Villa ventana,1,0,0,0,1,0,1,0,0
2387,Buenos aires,Trenque Lauquen,30 de agosto,0,1,0,1,1,1,1,0,0
2388,Buenos aires,Trenque Lauquen,Berutti,0,0,0,1,1,1,1,0,0
2389,Buenos aires,Trenque Lauquen,Girodias,1,0,0,0,0,0,1,1,0
2390,Buenos aires,Trenque Lauquen,La carreta,0,0,0,0,0,0,0,1,0
2391,Buenos aires,Trenque Lauquen,Trenque lauquen,1,0,1,1,1,1,1,1,1
2392,Buenos aires,Trenque Lauquen,Trongé,0,0,0,0,0,0,0,1,0
2393,Buenos aires,Tres Arroyos,Balneario orense,0,0,0,0,1,1,0,0,0
2394,Buenos aires,Escobar,Ingeniero maschwitz,1,1,0,1,1,1,1,1,0
2395,Buenos aires,Escobar,Loma verde,0,0,0,1,1,1,0,0,0
2396,Buenos aires,Escobar,Maquinista f. savio (este),1,1,0,1,1,1,1,1,0
2397,Buenos aires,Escobar,Matheu,1,1,0,1,1,1,1,1,1
2398,Buenos aires,Escobar,Puerto paraná,0,0,0,0,1,1,0,0,0
2399,Buenos aires,Esteban Echeverría,9 de abril,1,1,1,1,1,1,1,1,0
2400,Buenos aires,Esteban Echeverría,Canning,1,1,0,1,1,1,1,1,0
2401,Cordoba,Marcos Juárez,Colonia italiana,0,1,0,0,0,1,0,1,0
2402,Cordoba,Marcos Juárez,Colonia veinticinco,0,0,0,0,0,0,0,0,0
2403,Cordoba,Marcos Juárez,Corral de bustos,1,1,0,1,1,1,1,1,0
2404,Cordoba,Marcos Juárez,Cruz alta,1,0,0,1,1,1,1,1,1
2405,Cordoba,Marcos Juárez,General baldissera,1,0,0,0,1,1,1,0,1
2406,Cordoba,Marcos Juárez,General roca,1,0,0,1,1,1,1,0,1
2407,Cordoba,Marcos Juárez,Guatimozín,1,0,0,0,1,1,0,1,1
2408,Cordoba,Marcos Juárez,Inriville,1,0,0,0,1,1,1,1,0
2409,Cordoba,Marcos Juárez,Isla verde,1,1,0,1,1,1,1,0,0
2410,Cordoba,Marcos Juárez,Leones,1,1,0,1,1,1,1,1,0
2411,Cordoba,Marcos Juárez,Los surgentes,1,0,0,1,1,1,1,0,1
2412,Entre rios,Colón,Colón,1,1,0,1,1,1,1,1,1
2413,Entre rios,Colón,Colonia hugues,0,0,0,0,0,0,0,1,0
2414,Entre rios,Colón,El brillante,0,0,0,0,0,0,0,1,0
2415,Entre rios,Colón,El colorado,0,0,0,0,1,1,0,0,0
2416,Entre rios,Colón,Hambis,0,0,0,0,0,0,0,1,0
2417,Entre rios,Colón,Hocker,0,0,0,0,1,0,0,0,0
2418,Entre rios,Colón,Hocker,0,0,0,0,1,0,0,1,1
2419,Entre rios,Colón,La clarita,0,0,0,1,1,0,1,1,0
2420,Entre rios,Colón,Pueblo cazes,0,0,0,0,0,0,0,1,0
2421,Entre rios,Colón,Pueblo liebig's,0,0,0,1,1,1,1,1,0
2422,Entre rios,Colón,San josé,1,0,0,0,1,1,1,1,0
2423,Entre rios,Colón,Ubajay,1,0,0,1,1,1,1,1,0
2424,Entre rios,Colón,Villa elisa,1,1,0,1,1,1,1,1,0
2425,Entre rios,Concordia,Benito legeren,0,0,0,0,1,1,0,0,0
2426,Entre rios,Concordia,Calabacilla,0,0,0,0,1,1,0,0,0
2427,Entre rios,Concordia,Clodomiro ledesma,0,0,0,0,1,0,0,1,0
2428,La pampa,Trenel,Metileo,0,0,0,0,1,1,1,1,1
2429,La pampa,Trenel,Trenel,1,1,0,0,1,1,1,1,1
2430,La pampa,Utracán,Ataliva roca,0,0,0,1,1,1,1,1,1
2431,La pampa,Utracán,Chacharramendi,0,0,0,0,1,0,1,1,1
2432,La pampa,Utracán,Colonia santa maría,0,0,1,1,0,0,1,1,0
2433,La pampa,Utracán,General acha,1,1,0,1,1,1,1,1,1
2434,La pampa,Utracán,Quehué,0,0,0,1,0,0,1,1,1
2435,La pampa,Utracán,Unanué,0,0,0,1,0,0,0,1,0
2436,La rioja,Arauco,Aimogasta,1,1,0,1,1,1,1,1,1
2437,La rioja,Arauco,Arauco,0,0,0,0,0,0,0,0,0
2438,La rioja,Arauco,Bañado de los pantanos,0,0,0,0,0,0,0,0,0
2439,La rioja,Arauco,Estación mazán,0,0,0,0,1,0,0,1,1
2440,La rioja,Arauco,Machigasta,0,0,0,0,1,1,0,0,0
2441,La rioja,Arauco,San antonio,0,0,0,0,1,0,0,0,0
2442,Buenos aires,Malvinas Argentinas,Grand bourg,1,1,0,1,1,1,1,0,0
2443,Buenos aires,Malvinas Argentinas,Ingeniero adolfo sourdeaux,1,1,0,1,1,1,1,1,0
2444,Buenos aires,Malvinas Argentinas,Ingeniero pablo nogués,1,1,1,1,1,1,1,1,0
2445,Buenos aires,Malvinas Argentinas,Los polvorines,1,1,1,1,1,1,1,1,1
2446,Buenos aires,Malvinas Argentinas,Malvinas argentinas,0,1,0,1,0,0,0,1,0
2447,Buenos aires,Malvinas Argentinas,Tortuguitas,1,1,0,1,1,1,1,0,0
2448,Buenos aires,Malvinas Argentinas,Villa de mayo,1,1,1,1,1,1,1,1,0
2449,Buenos aires,Mar Chiquita,Atlantida,0,0,0,0,1,1,0,0,0
2450,Buenos aires,Ensenada,Dique nº 1,0,0,0,0,1,1,0,0,0
2451,Buenos aires,Ensenada,Ensenada,1,1,1,1,1,1,1,1,0
2452,Buenos aires,Ensenada,Isla santiago (oeste),0,0,0,0,1,0,0,0,0
2453,Buenos aires,Ensenada,Punta lara,0,0,0,0,1,1,0,0,0
2454,Buenos aires,Ensenada,Villa catela,0,0,0,0,1,1,0,1,0
2455,Buenos aires,Escobar,Belen de escobar,1,1,0,1,1,1,1,1,1
2456,Buenos aires,Escobar,El cazador,0,1,0,1,1,1,1,0,0
2457,Buenos aires,Escobar,Garín,1,1,0,1,1,1,1,1,1
2458,Cordoba,Río Seco,Cerro colorado,0,0,0,0,1,1,0,1,0
2459,Buenos aires,Luján,Open door (est. dr. domingo cabred),1,0,1,0,1,1,1,1,0
2460,Buenos aires,Luján,Torres,1,0,0,0,1,1,1,1,0
2461,Buenos aires,Magdalena,Atalaya,0,0,0,1,0,0,1,0,0
2462,Buenos aires,Magdalena,General mansilla (est. bartolomé bavio),0,1,0,1,1,0,1,0,0
2463,Buenos aires,Magdalena,Los naranjos,0,0,0,1,0,0,0,0,0
2464,Buenos aires,Magdalena,Magdalena,1,1,1,0,1,1,1,1,0
2465,Buenos aires,Magdalena,Roberto j. payró,0,0,0,0,0,0,0,1,0
2466,Buenos aires,Magdalena,Vieytes,0,0,0,1,0,0,1,1,0
2467,Buenos aires,Maipú,Las armas,1,0,0,0,1,1,1,1,0
2468,Buenos aires,Maipú,Maipú,1,0,1,0,1,1,1,1,0
2469,Buenos aires,Maipú,Santo domingo,0,0,0,0,1,0,1,1,1
2470,Buenos aires,Malvinas Argentinas,Area de promocion el triángulo,1,0,0,1,1,1,0,0,0
2471,San luis,Belgrano,Santa rosa del gigante,0,0,0,0,0,0,0,0,0
2472,San luis,Belgrano,Suyuque nuevo,0,0,0,0,0,0,0,0,0
2473,Buenos aires,Tres Arroyos,Claromecó,1,0,0,1,0,0,1,1,0
2474,Buenos aires,Tres Arroyos,Copetonas,0,0,0,1,1,1,1,1,0
2475,Buenos aires,Tres Arroyos,Dunamar,0,0,0,0,1,1,0,0,0
2476,Buenos aires,Tres Arroyos,Lin calel,0,0,0,0,0,0,0,1,0
2477,Buenos aires,Tres Arroyos,Micaela cascallares (est. cascallares),0,0,0,1,1,1,1,1,0
2478,Buenos aires,Tres Arroyos,Orense,0,0,1,1,1,1,1,1,0
2479,Buenos aires,Tres Arroyos,Reta,0,0,0,0,1,1,1,1,0
2480,Buenos aires,Tres Arroyos,San francisco de bellocq,0,0,0,0,1,1,1,1,0
2481,Buenos aires,Tres Arroyos,San mayol,0,0,0,0,0,0,0,1,0
2482,Buenos aires,Tres Arroyos,Tres arroyos,1,1,1,1,1,1,1,1,1
2483,Buenos aires,Tres Arroyos,Villa rodríguez (est. barrow),0,0,0,0,1,0,0,0,0
2484,Cordoba,Marcos Juárez,Marcos juárez,1,1,0,1,1,1,1,1,0
2485,Cordoba,Marcos Juárez,Monte buey,1,0,0,0,1,1,1,0,0
2486,Cordoba,Marcos Juárez,Noetinger,0,0,0,0,0,0,0,0,0
2487,Cordoba,Marcos Juárez,Saira,1,0,0,0,0,0,1,0,0
2488,Cordoba,Marcos Juárez,Saladillo,0,0,0,0,0,0,1,0,0
2489,Cordoba,Marcos Juárez,Villa elisa,1,0,1,0,0,0,1,0,0
2490,Cordoba,Minas,Ciénaga del coro,0,0,0,1,1,0,1,1,0
2491,Cordoba,Minas,El chacho,0,0,0,1,0,0,1,1,0
2492,Cordoba,Minas,Estancia de guadalupe,0,0,0,0,0,0,1,1,0
2493,Cordoba,Minas,Guasapampa,0,0,0,0,0,0,0,1,0
2494,Cordoba,Minas,La playa,0,0,0,0,0,0,1,1,0
2495,Cordoba,Minas,San carlos minas,1,0,0,1,1,1,1,1,0
2496,Cordoba,Minas,Talaini,0,0,0,0,0,0,0,1,0
2497,Cordoba,Minas,Tosno,0,0,0,0,0,0,0,1,0
2498,Cordoba,Pocho,Chancani,0,0,0,0,1,0,1,1,0
2499,Cordoba,Pocho,Las palmas,0,0,0,0,0,0,0,1,0
2500,Cordoba,Pocho,Los talares,0,0,0,0,0,0,0,1,0
2501,Cordoba,Río Seco,Chañar viejo,0,0,0,0,0,0,0,0,0
2502,Cordoba,Río Seco,Eufrasio loza,0,0,0,0,0,0,0,0,0
2503,Cordoba,Río Seco,Gütemberg,0,0,0,0,0,0,0,0,0
2504,Cordoba,Río Seco,La rinconada,0,0,0,0,1,0,0,0,0
2505,Cordoba,Río Seco,Los hoyos,0,0,0,0,1,0,0,0,0
2506,Cordoba,Río Seco,Puesto de castro,0,0,0,0,0,0,0,0,0
2507,Cordoba,Río Seco,Rayo cortado,0,0,0,0,0,0,0,1,0
2508,Cordoba,Río Seco,San pedro de gütemberg,0,0,0,0,0,0,0,0,0
2509,Cordoba,Río Seco,Santa elena,0,0,0,0,1,0,0,0,0
2510,Cordoba,Río Seco,Sebastián elcano,0,0,0,1,1,1,1,0,0
2511,Cordoba,Río Seco,Villa candelaria,0,0,0,0,0,0,0,0,0
2512,Cordoba,Río Seco,Villa de maría,0,1,0,0,1,1,1,1,0
2513,Cordoba,Río Segundo,Calchín,0,1,0,0,1,1,1,0,0
2514,Cordoba,Río Segundo,Calchín oeste,0,0,0,0,1,1,1,0,0
2515,Cordoba,Río Segundo,Capilla del carmen,0,1,0,0,1,0,1,1,0
2516,Cordoba,Río Segundo,Carrilobo,0,1,0,0,1,1,1,1,1
2517,Cordoba,Río Segundo,Colazo,0,0,0,1,1,1,1,0,1
2518,Cordoba,Río Segundo,Colonia videla,0,0,0,0,0,0,0,0,0
2519,Entre rios,Concordia,Colonia ayuí,0,0,0,0,1,1,1,0,0
2520,Entre rios,Concordia,Colonia general roca,0,0,0,0,0,0,0,0,0
2521,Entre rios,Concordia,Colonia yeruá,0,0,0,0,0,0,0,0,0
2522,Entre rios,Concordia,Concordia,1,1,0,1,1,1,1,1,1
2523,Entre rios,Concordia,El redomón,0,0,0,0,0,0,0,0,0
2524,Entre rios,Concordia,Estación yeruá,0,0,0,0,1,0,1,0,0
2525,Entre rios,Concordia,Estación yuquerí,0,0,0,0,0,0,0,0,0
2526,Entre rios,Concordia,Estancia grande,0,0,0,0,1,0,0,0,0
2527,Entre rios,Concordia,La criolla,0,0,0,1,1,1,1,1,0
2528,Entre rios,Concordia,Las tejas,0,0,0,0,1,1,0,0,0
2529,Entre rios,Concordia,Los charrúas,0,0,0,0,1,1,1,1,0
2530,Entre rios,Concordia,Nueva escocia,0,0,0,0,1,0,0,0,0
2531,Entre rios,Concordia,Osvaldo magnasco,0,0,0,0,1,0,1,0,0
2532,Entre rios,Concordia,Pedernal,0,0,0,0,1,0,0,1,0
2533,Entre rios,Concordia,Puerto yeruá,0,0,0,0,1,0,1,0,0
2534,Entre rios,Concordia,Villa adela,0,0,0,0,1,1,0,0,0
2535,Entre rios,Concordia,Villa zorraquin,0,0,0,0,1,1,0,0,0
2536,Buenos aires,Tres De Febrero,11 de septiembre,1,1,0,1,1,1,1,0,1
2537,Buenos aires,Tres De Febrero,Caseros,1,1,0,1,1,1,1,1,0
2538,Buenos aires,Tres De Febrero,Churruca,1,1,0,1,1,1,1,0,0
2539,Buenos aires,Tres De Febrero,Ciudad jardín lomas del palomar,1,1,0,1,1,1,1,0,0
2540,Buenos aires,Tres De Febrero,Ciudadela,1,1,1,1,1,1,1,1,1
2541,Buenos aires,Tres De Febrero,El libertador,1,1,0,0,1,1,1,0,0
2542,Buenos aires,Tres De Febrero,Jose ingenieros,1,1,0,1,1,1,1,1,0
2543,Cordoba,San Javier,El pueblito,0,0,0,0,0,0,0,0,0
2544,Cordoba,San Javier,El valle,0,0,0,0,0,0,0,0,0
2545,Cordoba,San Javier,La paz,0,0,0,0,1,1,1,1,1
2546,Cordoba,San Javier,La población,0,0,0,0,0,0,0,1,0
2547,Cordoba,San Javier,La ramada,0,0,0,0,0,0,0,1,0
2548,Cordoba,San Javier,La travesía,0,0,0,0,0,0,0,1,0
2549,Cordoba,San Javier,Las chacras,0,0,0,1,0,0,0,0,0
2550,Cordoba,San Javier,Las tapias,0,0,0,0,1,1,0,1,0
2551,Cordoba,San Javier,Loma bola,0,0,0,0,0,0,0,1,0
2552,Cordoba,San Javier,Los cerrillos,0,0,0,0,1,1,1,1,0
2553,Cordoba,San Javier,Los hornillos,1,0,0,0,1,1,1,1,0
2554,Cordoba,San Javier,Los molles,0,0,0,0,0,0,0,1,0
2555,Cordoba,San Javier,Los romeros,0,0,0,0,0,0,0,1,0
2556,Cordoba,San Javier,Luyaba,0,0,0,0,1,0,1,1,0
2557,Cordoba,San Javier,Quebracho ladeado,0,0,0,0,0,0,0,1,0
2558,Cordoba,San Javier,Quebrada de los pozos,0,0,0,0,0,0,0,1,1
2559,Cordoba,San Javier,San javier y yacanto,0,0,0,0,1,1,1,1,0
2560,Cordoba,San Javier,San josé,0,0,0,0,1,1,1,1,0
2561,La rioja,Chilecito,Colonia anguinán,0,1,0,1,0,0,1,1,0
2562,La rioja,Chilecito,Colonia catinzaco,0,0,0,0,0,0,0,0,0
2563,La rioja,Chilecito,Colonia malligasta,0,0,0,0,0,0,0,0,0
2564,La rioja,Chilecito,Colonia vichigasta,0,0,0,0,0,0,0,0,1
2565,La rioja,Chilecito,Guanchín,0,0,0,0,0,0,0,1,0
2566,La rioja,Chilecito,La puntilla,0,0,0,0,0,0,0,0,0
2567,La rioja,Chilecito,Los sarmientos,0,0,0,0,1,0,0,0,0
2568,La rioja,Chilecito,Malligasta,0,0,0,0,0,0,1,1,0
2569,La rioja,Chilecito,Miranda,0,0,0,0,0,0,1,0,0
2570,La rioja,Chilecito,Nonogasta,1,1,0,1,1,1,1,1,1
2571,La rioja,Chilecito,San miguel,0,0,0,0,0,0,0,0,0
2572,La rioja,Chilecito,San nicolás,0,0,0,0,0,0,0,1,0
2573,La rioja,Chilecito,Santa florentina,0,0,0,0,0,0,0,1,0
2574,La rioja,Chilecito,Sañogasta,0,0,0,0,1,1,1,1,0
2575,La rioja,Chilecito,Tilimuqui,0,0,0,0,0,0,0,1,0
2576,La rioja,Chilecito,Vichigasta,1,0,0,1,1,1,1,1,1
2577,La rioja,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,1,0
2578,La rioja,Coronel Felipe Varela,Guandacol,0,1,0,1,1,0,1,0,1
2579,La rioja,Coronel Felipe Varela,Los palacios,0,0,0,0,1,0,0,1,0
2580,Neuquen,Zapala,Mariano moreno,1,0,1,0,0,0,1,1,1
2581,Neuquen,Zapala,Ramon m. castro,0,0,0,0,1,0,0,0,0
2582,Neuquen,Zapala,Zapala,1,0,1,1,1,1,1,1,1
2583,Rio negro,25 de Mayo,Aguada de guerra,0,0,0,0,0,0,0,1,0
2584,Rio negro,25 de Mayo,Clemente onelli,0,0,0,1,0,0,0,0,0
2585,Rio negro,25 de Mayo,Colan conhue,0,0,0,0,0,0,1,0,1
2586,Rio negro,25 de Mayo,El caín,0,0,0,0,0,0,1,0,1
2587,Rio negro,25 de Mayo,Ingeniero jacobacci,1,0,1,1,1,1,1,1,1
2588,Rio negro,25 de Mayo,Los menucos,0,0,0,0,1,0,0,1,1
2589,Rio negro,25 de Mayo,Maquinchao,0,0,0,0,1,0,1,1,1
2590,Rio negro,25 de Mayo,Mina santa teresita,0,0,0,0,0,0,0,0,0
2591,Rio negro,25 de Mayo,Pilquiniyeu,0,0,0,0,0,0,0,0,1
2592,Rio negro,9 de Julio,Comicó,0,0,0,0,0,0,0,0,1
2593,Rio negro,9 de Julio,Cona niyeu,0,0,0,0,0,0,1,0,1
2594,Rio negro,9 de Julio,Ministro ramos mexía,0,0,0,1,0,0,0,1,1
2595,Rio negro,9 de Julio,Prahuaniyeu,0,0,0,0,0,0,1,0,1
2596,Rio negro,9 de Julio,Sierra colorada,0,0,0,1,1,0,0,1,1
2597,Rio negro,9 de Julio,Treneta,0,0,0,0,0,0,0,1,0
2598,Rio negro,9 de Julio,Yaminué,0,0,0,0,0,0,0,1,0
2599,Rio negro,Adolfo Alsina,Bahía creek,0,0,0,0,0,0,0,0,0
2600,Rio negro,Adolfo Alsina,El cóndor,0,0,0,0,1,1,1,1,0
2601,Rio negro,Adolfo Alsina,El juncal,0,0,0,0,0,0,0,0,0
2602,Rio negro,Adolfo Alsina,Guardia mitre,0,0,0,0,1,0,1,1,1
2603,Rio negro,Adolfo Alsina,La lobería,0,0,0,0,0,0,0,0,0
2604,Rio negro,Adolfo Alsina,Loteo costa de río,0,0,0,0,0,0,0,0,0
2605,Rio negro,Adolfo Alsina,Pozo salado,0,0,0,0,0,0,0,0,0
2606,Rio negro,Adolfo Alsina,San javier,0,0,0,0,0,0,1,1,1
2607,Rio negro,Adolfo Alsina,Viedma,1,1,1,1,1,1,1,1,1
2608,Rio negro,Avellaneda,Barrio unión,0,0,0,0,0,0,0,0,0
2609,Rio negro,Avellaneda,Chelforó,0,0,0,0,0,0,0,0,0
2610,Rio negro,Avellaneda,Chimpay,0,0,0,1,1,1,0,0,1
2611,Rio negro,Avellaneda,Choele choel,1,1,1,1,1,1,1,1,1
2612,Rio negro,Avellaneda,Coronel belisle,0,0,0,1,1,1,1,1,1
2613,San luis,Ayacucho,Quines,0,0,0,0,1,0,0,1,1
2614,San luis,Ayacucho,Río juan gómez,0,0,0,0,0,0,0,1,0
2615,San luis,Ayacucho,Rodeo de cadenas,0,0,0,0,0,0,0,0,0
2616,San luis,Ayacucho,San francisco del monte de oro,0,0,0,0,1,0,1,1,0
2617,San luis,Ayacucho,San ignacio,0,0,0,0,0,0,0,0,0
2618,San luis,Ayacucho,San miguel,0,0,0,0,0,0,0,0,1
2619,San luis,Ayacucho,San roque,0,0,0,0,0,0,0,0,0
2620,San luis,Ayacucho,Santa ana,0,0,0,0,0,0,0,0,0
2621,San luis,Ayacucho,Santa rosa de catantal,0,0,0,0,0,0,0,0,0
2622,San luis,Ayacucho,Santa teresa,0,0,0,0,0,0,0,0,0
2623,San luis,Ayacucho,Santo domingo,0,0,0,0,0,0,0,0,0
2624,San luis,Ayacucho,Talita,0,0,0,0,0,0,0,0,0
2625,San luis,Belgrano,Arbol solo,0,0,0,0,0,0,0,0,0
2626,San luis,Belgrano,Bella estancia,0,0,0,0,0,0,0,0,0
2627,San luis,Belgrano,Buen orden,0,0,0,0,0,0,0,0,0
2628,San luis,Belgrano,El barrial,0,0,0,0,0,0,0,0,0
2629,San luis,Belgrano,El milagro,0,0,0,0,0,0,0,0,0
2630,San luis,Belgrano,El recodo,0,0,0,0,0,0,0,0,0
2631,San luis,Belgrano,Estancia de amieva,0,0,0,0,0,0,0,0,0
2632,San luis,Belgrano,Hualtaran,0,0,0,0,0,0,0,0,0
2633,San luis,Belgrano,La calera,0,0,0,1,0,0,1,1,0
2634,San luis,Belgrano,Las lagunitas,0,0,0,0,0,0,0,0,0
2635,San luis,Belgrano,Los molles,0,0,0,0,0,0,0,1,0
2636,San luis,Belgrano,Los ramblones,0,0,0,0,0,0,0,0,0
2637,San luis,Belgrano,Naranjo esquino,0,0,0,0,0,0,0,0,0
2638,San luis,Belgrano,Nogolí,0,0,0,1,0,0,1,1,0
2639,San luis,Belgrano,Pozo cavado,0,0,0,0,0,0,0,0,0
2640,San luis,Belgrano,Pozo del tala,0,0,0,0,0,0,0,0,0
2641,San luis,Belgrano,Represa del carmen,0,0,0,0,0,0,0,0,0
2642,San luis,Belgrano,San antonio,0,0,0,0,0,0,0,0,0
2643,San luis,Belgrano,San pedro,0,0,0,0,0,0,0,1,0
2644,Santa fe,General López,Cañada del ucle,1,0,0,0,0,0,1,0,0
2645,Santa fe,General López,Carmen,0,0,0,0,1,1,1,1,0
2646,Santa fe,General López,Carreras,0,1,0,0,1,1,1,1,0
2647,Santa fe,General López,Chapuy,0,1,0,0,1,1,1,0,0
2648,Santa fe,General López,Chovet,0,1,0,0,1,1,1,0,1
2649,Santa fe,General López,Christophersen,0,0,0,1,1,0,1,1,0
2650,Santa fe,General López,Diego de alvear,1,0,0,1,1,1,1,1,0
2651,Santa fe,General López,Elortondo,1,1,0,0,1,1,1,1,0
2652,Santa fe,General López,Firmat,1,1,0,1,1,1,1,0,0
2653,Santa fe,General López,Hughes,0,0,0,1,1,1,1,0,0
2654,Santa fe,General López,La chispa,0,0,0,0,0,0,1,1,0
2655,Cordoba,Pocho,Salsacate,1,0,0,1,1,1,1,1,1
2656,Cordoba,Pocho,San gerónimo,0,0,0,0,0,0,0,1,0
2657,Cordoba,Pocho,Tala cañada,0,0,0,0,1,0,1,1,0
2658,Cordoba,Pocho,Taninga,0,0,0,0,0,0,0,1,0
2659,Cordoba,Pocho,Villa de pocho,0,0,0,0,1,0,1,1,0
2660,Cordoba,Presidente Roque Sáenz Peña,General levalle,1,1,0,1,1,1,1,1,0
2661,Cordoba,Presidente Roque Sáenz Peña,La cesira,1,0,0,1,1,1,1,1,1
2662,Cordoba,Presidente Roque Sáenz Peña,Laboulaye,1,1,0,1,1,1,1,1,0
2663,Cordoba,Presidente Roque Sáenz Peña,Leguizamón,0,0,0,1,0,0,0,0,0
2664,Cordoba,Presidente Roque Sáenz Peña,Melo,0,0,0,1,1,1,1,1,0
2665,Cordoba,Presidente Roque Sáenz Peña,Río bamba,0,0,0,0,1,1,1,1,0
2666,Cordoba,Presidente Roque Sáenz Peña,Rosales,0,0,0,0,1,1,1,1,0
2667,Cordoba,Presidente Roque Sáenz Peña,San joaquín,0,0,0,0,1,0,1,1,0
2668,Corrientes,Berón de Astrada,Yahapé,0,0,0,0,1,0,0,0,0
2669,Corrientes,Empedrado,El sombrero,1,0,0,0,1,0,1,1,1
2670,Corrientes,Empedrado,Empedrado,1,1,0,0,1,1,1,1,1
2671,Corrientes,Esquina,Esquina,1,0,0,1,1,1,1,1,1
2672,Corrientes,Esquina,Pueblo libertador,0,0,0,0,1,0,0,1,1
2673,Corrientes,General Alvear,Alvear,1,0,0,0,1,1,1,0,1
2674,Corrientes,General Alvear,Estación torrent,0,0,0,0,1,0,0,0,0
2675,Corrientes,General Paz,Itá ibaté,1,1,0,0,1,1,1,1,1
2676,Corrientes,General Paz,Lomas de vallejos,0,0,0,0,1,0,0,0,1
2677,Corrientes,General Paz,Nuestra señora del rosario de caá catí,0,1,0,0,1,1,1,1,0
2678,Corrientes,General Paz,Palmar grande,0,0,0,0,0,0,0,1,1
2679,Corrientes,Goya,Colonia carolina,0,0,0,0,1,1,1,1,1
2680,San luis,Belgrano,Toro negro,0,0,0,0,0,0,0,0,0
2681,San luis,Belgrano,Villa de la quebrada,0,0,0,1,0,0,0,1,0
2682,Corrientes,Capital,Barrio esperanza,0,0,0,0,1,1,0,0,0
2683,Corrientes,Capital,Corrientes,1,1,1,1,1,1,1,1,1
2684,Corrientes,Capital,Laguna brava,0,0,0,0,1,1,1,0,1
2685,Corrientes,Capital,Riachuelo,0,0,0,0,1,1,1,1,1
2686,Corrientes,Capital,San cayetano,0,0,0,0,0,0,0,0,1
2687,Corrientes,Concepción,Concepción,0,0,0,0,1,0,1,1,1
2688,Corrientes,Concepción,Santa rosa,0,0,0,0,1,0,1,1,0
